
Pckt: 9995 - Mean: 0.132286 - Stdev: 0.008020
label,delay
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.163000
1,0.130000
1,0.133000
1,0.131000
1,0.131000
1,0.132000
1,0.132000
1,0.131000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.131000
1,0.154000
1,0.154000
1,0.129000
1,0.134000
1,0.183000
1,0.141000
1,0.134000
1,0.132000
1,0.131000
1,0.130000
1,0.131000
1,0.131000
1,0.130000
1,0.131000
1,0.130000
1,0.129000
1,0.130000
1,0.129000
1,0.131000
1,0.131000
1,0.130000
1,0.129000
1,0.129000
1,0.129000
1,0.129000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.129000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.134000
1,0.133000
1,0.136000
1,0.142000
1,0.140000
1,0.138000
1,0.137000
1,0.136000
1,0.136000
1,0.136000
1,0.136000
1,0.145000
1,0.135000
1,0.135000
1,0.134000
1,0.134000
1,0.131000
1,0.130000
1,0.130000
1,0.183000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.131000
1,0.196000
1,0.131000
1,0.130000
1,0.132000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.131000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.129000
1,0.129000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.133000
1,0.132000
1,0.131000
1,0.131000
1,0.130000
1,0.131000
1,0.165000
1,0.151000
1,0.132000
1,0.131000
1,0.131000
1,0.133000
1,0.130000
1,0.131000
1,0.130000
1,0.131000
1,0.130000
1,0.129000
1,0.178000
1,0.134000
1,0.136000
1,0.134000
1,0.141000
1,0.136000
1,0.131000
1,0.131000
1,0.131000
1,0.135000
1,0.140000
1,0.137000
1,0.144000
1,0.132000
1,0.131000
1,0.132000
1,0.130000
1,0.131000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.132000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.191000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.132000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.132000
1,0.129000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.166000
1,0.131000
1,0.130000
1,0.129000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.129000
1,0.129000
1,0.169000
1,0.138000
1,0.133000
1,0.130000
1,0.131000
1,0.130000
1,0.184000
1,0.131000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.132000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.131000
1,0.130000
1,0.130000
1,0.131000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.132000
1,0.130000
1,0.131000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.131000
1,0.131000
1,0.131000
1,0.130000
1,0.130000
1,0.132000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.132000
1,0.131000
1,0.159000
1,0.130000
1,0.130000
1,0.131000
1,0.131000
1,0.130000
1,0.130000
1,0.131000
1,0.129000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.157000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.131000
1,0.131000
1,0.130000
1,0.131000
1,0.130000
1,0.131000
1,0.130000
1,0.131000
1,0.130000
1,0.131000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.131000
1,0.130000
1,0.129000
1,0.131000
1,0.131000
1,0.130000
1,0.130000
1,0.132000
1,0.130000
1,0.131000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.131000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.158000
1,0.131000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.131000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.131000
1,0.131000
1,0.161000
1,0.130000
1,0.131000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.133000
1,0.131000
1,0.131000
1,0.130000
1,0.130000
1,0.131000
1,0.131000
1,0.130000
1,0.131000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.132000
1,0.130000
1,0.130000
1,0.131000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.131000
1,0.131000
1,0.130000
1,0.129000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.129000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.159000
1,0.131000
1,0.131000
1,0.133000
1,0.130000
1,0.130000
1,0.131000
1,0.132000
1,0.133000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.132000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.133000
1,0.129000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.131000
1,0.129000
1,0.130000
1,0.130000
1,0.129000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.133000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.131000
1,0.132000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.158000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.132000
1,0.131000
1,0.131000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.132000
1,0.130000
1,0.130000
1,0.129000
1,0.131000
1,0.130000
1,0.129000
1,0.129000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.131000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.130000
1,0.129000
1,0.130000
1,0.130000
1,0.129000
1,0.131000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.129000
2,0.131000
2,0.129000
2,0.129000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.132000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.133000
2,0.129000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.129000
2,0.130000
2,0.130000
2,0.133000
2,0.130000
2,0.129000
2,0.131000
2,0.129000
2,0.129000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.131000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.129000
2,0.158000
2,0.130000
2,0.131000
2,0.131000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.131000
2,0.130000
2,0.131000
2,0.131000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.133000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.132000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.131000
2,0.130000
2,0.131000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.136000
2,0.131000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.132000
2,0.129000
2,0.130000
2,0.129000
2,0.129000
2,0.130000
2,0.132000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.160000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.131000
2,0.132000
2,0.131000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.131000
2,0.155000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.132000
2,0.130000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.132000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.131000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.129000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.132000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.159000
2,0.131000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.131000
2,0.129000
2,0.131000
2,0.131000
2,0.131000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.162000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.132000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.129000
2,0.130000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.132000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.158000
2,0.131000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.131000
2,0.130000
2,0.131000
2,0.133000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.132000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.129000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.129000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.129000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.129000
2,0.130000
2,0.130000
2,0.131000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.129000
2,0.129000
2,0.130000
2,0.131000
2,0.159000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.131000
2,0.160000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.131000
2,0.132000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.134000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.131000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.131000
2,0.129000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.129000
2,0.132000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.131000
2,0.129000
2,0.129000
2,0.130000
2,0.130000
2,0.129000
2,0.131000
2,0.129000
2,0.158000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.129000
2,0.131000
2,0.130000
2,0.132000
2,0.129000
2,0.130000
2,0.130000
2,0.131000
2,0.131000
2,0.131000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.132000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.157000
2,0.131000
2,0.130000
2,0.131000
2,0.130000
2,0.129000
2,0.129000
2,0.130000
2,0.130000
2,0.129000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.132000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.131000
2,0.130000
2,0.130000
2,0.134000
2,0.130000
2,0.129000
2,0.130000
2,0.131000
2,0.130000
2,0.131000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.129000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.129000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.131000
2,0.130000
2,0.129000
2,0.130000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
2,0.129000
2,0.131000
2,0.132000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.130000
2,0.131000
2,0.130000
2,0.132000
2,0.131000
2,0.130000
2,0.130000
2,0.130000
3,0.129000
3,0.129000
3,0.130000
3,0.130000
3,0.161000
3,0.136000
3,0.135000
3,0.137000
3,0.135000
3,0.133000
3,0.137000
3,0.146000
3,0.138000
3,0.140000
3,0.138000
3,0.134000
3,0.133000
3,0.130000
3,0.131000
3,0.132000
3,0.133000
3,0.138000
3,0.166000
3,0.129000
3,0.131000
3,0.131000
3,0.131000
3,0.133000
3,0.130000
3,0.130000
3,0.131000
3,0.130000
3,0.130000
3,0.158000
3,0.131000
3,0.129000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
0,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.131000
3,0.130000
3,0.130000
3,0.131000
3,0.130000
3,0.134000
3,0.130000
3,0.154000
3,0.131000
3,0.130000
3,0.130000
3,0.131000
3,0.130000
3,0.130000
3,0.130000
3,0.131000
3,0.165000
3,0.131000
3,0.130000
3,0.131000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.129000
3,0.132000
3,0.130000
3,0.130000
3,0.131000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.131000
3,0.131000
3,0.130000
3,0.131000
3,0.131000
3,0.155000
3,0.130000
3,0.129000
3,0.130000
3,0.130000
3,0.129000
3,0.130000
3,0.130000
3,0.130000
3,0.129000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.131000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.131000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.162000
3,0.131000
3,0.129000
3,0.130000
3,0.131000
3,0.130000
3,0.132000
3,0.131000
3,0.130000
3,0.134000
3,0.131000
3,0.129000
3,0.130000
3,0.130000
3,0.130000
3,0.131000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.129000
3,0.131000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.131000
3,0.130000
3,0.130000
3,0.131000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.131000
3,0.131000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.129000
3,0.130000
3,0.130000
3,0.132000
3,0.131000
3,0.131000
3,0.132000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.131000
3,0.130000
3,0.130000
3,0.129000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.129000
3,0.130000
3,0.131000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.131000
3,0.131000
3,0.131000
3,0.129000
3,0.130000
3,0.131000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.131000
3,0.130000
3,0.129000
3,0.130000
3,0.131000
3,0.133000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.129000
3,0.130000
3,0.130000
3,0.130000
3,0.130000
3,0.131000
3,0.131000
3,0.130000
3,0.130000
